iso_693_3,language_name,asr,tts,lid
kcj,Kobiana,,,✔️
kck,Kalanga,,,✔️
kcl,Kala,,,✔️
kcq,Kamo,,,✔️
kcr,Katla,,,✔️
kcs,Koenoem,,,✔️
kcv,Kete,,,✔️
kcx,Kachama-Ganjule,,,✔️
kdc,Kutu,✔️,✔️,✔️
kdd,Yankunytjatjara,,,✔️
kde,Makonde,✔️,✔️,✔️
kdh,Tem,✔️,✔️,✔️
kdi,Kumam,✔️,✔️,✔️
kdj,Ng’akarimojong,✔️,✔️,✔️
kdl,Tsikimba,✔️,✔️,✔️
kdm,Gyong,,,✔️
kdn,Kunda,✔️,✔️,✔️
kdp,Nikyob-Nindem,,,✔️
kdq,Koch,,,✔️
kdt,Kuay,✔️,✔️,✔️
kdu,Kadaru,,,✔️
kdx,Kam,,,✔️
kdy,Keijar,,,✔️
kdz,Kwaja,,,✔️
kea,Kabuverdianu,✔️,,✔️
keb,Kélé,,,✔️
kee,"Keres, Eastern",,,✔️
kei,Kei,,,✔️
kej,Kadar,,,✔️
kek,Q’eqchi’,✔️,✔️,✔️
kel,Kela,,,✔️
ken,Kenyang,✔️,✔️,✔️
keo,Kakwa,✔️,✔️,✔️
kep,Kaikadi,,,✔️
ker,Kera,✔️,✔️,✔️
keu,Akebu,,,✔️
kev,Kanikkaran,,,✔️
kex,Kukna,,,✔️
key,Kupia,✔️,✔️,✔️
kez,Kukele,✔️,✔️,✔️
kfa,Kodava,,,✔️
kfb,"Kolami, Northwestern",✔️,✔️,✔️
kfc,Konda-Dora,,,✔️
kfd,"Koraga, Korra",,,✔️
kfe,Kota,,,✔️
kff,Koya,✔️ (script: telugu),✔️ (script: telugu),✔️
kfg,Kudiya,,,✔️
kfh,Kurichiya,,,✔️
kfi,"Kurumba, Kannada",,,✔️
kfk,Kinnauri,,,✔️
kfm,Khunsari,,,✔️
kfo,Koro,,,✔️
kfp,Korwa,,,✔️
kfq,Korku,,,✔️
kfr,Kacchi,,,✔️
kft,Kanjari,,,✔️
kfu,Katkari,,,✔️
kfv,Kurmukar,,,✔️
kfw,"Naga, Kharam",✔️,✔️,✔️
kfx,"Pahari, Kullu",✔️,✔️,✔️
kfy,Kumaoni,,,✔️
kfz,Koromfé,,,✔️
kga,Koyaga,,,✔️
kgb,Kawe,,,✔️
kge,Komering,,,✔️
kgj,"Kham, Gamal",,,✔️
kgk,Kaiwá,,,✔️
kgo,Krongo,,,✔️
kgp,Kaingang,,,✔️
kgq,Kamoro,,,✔️
kgr,Abun,,,✔️
kgy,Kyerung,,,✔️
kha,Khasi,,,✔️
khb,Lü,,,✔️
khc,Tukang Besi North,,,✔️
khe,Korowai,,,✔️
khg,"Tibetan, Khams",✔️,✔️,✔️
khj,Kuturmi,,,✔️
khl,Lusi,,,✔️
khm,Khmer,✔️,✔️,✔️
khn,Khandesi,,,✔️
khq,"Songhay, Koyra Chiini",✔️,✔️,✔️
khr,Kharia,,,✔️
khs,Kasua,,,✔️
kht,Khamti,,,✔️
khw,Khowar,,,✔️
khy,Kele,,,✔️
khz,Keapara,,,✔️
kia,Kim,✔️,✔️,✔️
kib,Koalib,,,✔️
kic,Kickapoo,,,✔️
kid,Koshin,,,✔️
kie,Kibet,,,✔️
kif,"Kham, Eastern Parbate",,,✔️
kih,Kilmeri,,,✔️
kij,Kilivila,✔️,✔️,✔️
kik,Gikuyu,✔️,✔️,✔️
kil,Kariya,,,✔️
kin,Kinyarwanda,✔️,✔️,✔️
kio,Kiowa,,,✔️
kip,"Kham, Sheshi",,,✔️
kir,Kyrgyz,✔️,✔️,✔️
kis,Kis,,,✔️
kit,Agob,,,✔️
kiw,"Kiwai, Northeast",,,✔️
kix,"Naga, Khiamniungan",,,✔️
kjb,Q’anjob’al,✔️,✔️,✔️
kjc,"Konjo, Coastal",,,✔️
kjd,"Kiwai, Southern",,,✔️
kje,Kisar,✔️,✔️,✔️
kjg,Khmu,✔️,✔️,✔️
kjh,Khakas,✔️,✔️,✔️
kji,Zabana,,,✔️
kjl,"Kham, Western Parbate",,,✔️
kjo,"Kinnauri, Pahari",,,✔️
kjp,"Karen, Pwo Eastern",,,✔️
kjq,"Keres, Western",,,✔️
kjr,Kurudu,,,✔️
kjs,"Kewapi, East",,,✔️
kjt,"Karen, Phrae Pwo",,,✔️
kkc,Odoodee,,,✔️
kkd,Kinuku,,,✔️
kkf,"Monpa, Kalaktang",,,✔️
kkh,Khün,,,✔️
kki,Kagulu,✔️,✔️,✔️
kkj,Kako,✔️,✔️,✔️
kkk,Kokota,,,✔️
kkn,Kon Keu,,,✔️
kks,Giiwo,,,✔️
kku,Tumi,,,✔️
kky,Guugu Yimidhirr,,,✔️
kkz,Kaska,,,✔️
kla,Klamath-Modoc,,,✔️
kle,Kulung,✔️,✔️,✔️
klg,Tagakaulo,,,✔️
kli,Kalumpang,,,✔️
klk,Kono,,,✔️
klo,Kapya,,,✔️
klq,Rumu,,,✔️
klr,Khaling,,,✔️
kls,Kalasha,,,✔️
klu,Klao,✔️,✔️,✔️
klv,Maskelynes,✔️,✔️,✔️
klw,Tado,✔️,✔️,✔️
klx,Koluwawa,,,✔️
klz,Kabola,,,✔️
kma,Konni,✔️,✔️,✔️
kmb,Kimbundu,,,✔️
kmc,"Dong, Southern",,,✔️
kmd,"Kalinga, Majukayang",✔️,✔️,✔️
kmh,Kalam,,,✔️
kmi,Kami,,,✔️
kmj,Kumarbhag Paharia,,,✔️
kmk,"Kalinga, Limos",,,✔️
kml,"Kalinga, Tanudan",✔️,✔️,✔️
kmm,Kom,,,✔️
kmn,Awtuw,,,✔️
kmo,Kwoma,,,✔️
kmp,Gimme,,,✔️
kmq,Gwama,,,✔️
kmr,"Kurdish, Northern","✔️ (script: arabic, script: cyrillic, script: latin)","✔️ (script: arabic, script: cyrillic, script: latin)",✔️
kms,Kamasau,,,✔️
kmt,Kemtuik,,,✔️
kmu,Kanite,✔️,✔️,✔️
kmw,Komo,,,✔️
kmy,Koma,,,✔️
kmz,Khorasani Turkish,,,✔️
kna,Dera,,,✔️
knb,"Kalinga, Lubuagan",✔️,✔️,✔️
knc,"Kanuri, Yerwa",,,✔️
kne,Kankanaey,✔️,✔️,✔️
knf,Mankanya,✔️,✔️,✔️
kng,Koongo,,,✔️
kni,Kanufi,,,✔️
knj,Akateko,✔️,✔️,✔️
knk,Kuranko,✔️,✔️,✔️
knl,Keninjal,,,✔️
knm,Kanamarí,,,✔️
knn,Konkani,,,✔️
kno,Kono,✔️,✔️,✔️
knp,Kwanja,,,✔️
knt,"Katukína, Panoan",,,✔️
knu,Kono,,,✔️
knv,Tabo,,,✔️
knw,Kung-Ekoka,,,✔️
knx,Kendayan,,,✔️
kny,Kanyok,,,✔️
knz,Kalamsé,,,✔️
kod,Kodi,,,✔️
koe,"Suri, Kacipo-Bale",,,✔️
kof,Kubi,,,✔️
kog,Kogi,✔️,✔️,✔️
koh,Koyo,,,✔️
koi,Komi-Permyak,,,✔️
kol,Kol,,,✔️
kor,Korean,✔️,✔️,✔️
kos,Kosraean,,,✔️
kot,Lagwan,,,✔️
kow,Kugama,,,✔️
kpa,Kutto,,,✔️
kpb,"Kurumba, Mullu",,,✔️
kpc,Curripaco,,,✔️
kph,Kplang,,,✔️
kpj,Karajá,,,✔️
kpk,Kpan,,,✔️
kpl,Kpala,,,✔️
kpm,Koho,,,✔️
kpo,Ikposo,,,✔️
kpq,Korupun-Sela,✔️,✔️,✔️
kpr,Korafe-Yegha,,,✔️
kps,Tehit,✔️,✔️,✔️
kpv,Komi-Zyrian,✔️,✔️,✔️
kpw,Kobon,,,✔️
kpx,"Koiali, Mountain",,,✔️
kpy,Koryak,✔️,✔️,✔️
kpz,Kupsapiiny,✔️,✔️,✔️
kqa,Mum,,,✔️
kqb,Kovai,,,✔️
kqe,Kalagan,✔️,✔️,✔️
kqf,Kakabai,,,✔️
kqi,Koita,,,✔️
kqj,Koromira,,,✔️
kqk,"Gbe, Kotafon",,,✔️
kql,Kyenele,,,✔️
kqm,Khisa,,,✔️
kqn,Kaonde,,,✔️
kqo,"Krahn, Eastern",,,✔️
kqp,Kimré,✔️,✔️,✔️
kqr,Kimaragang,✔️,✔️,✔️
kqs,"Kissi, Northern",,,✔️
kqw,Kandas,,,✔️
kqy,Koorete,✔️,✔️,✔️
kra,Kumal,,,✔️
krc,Karachay-Balkar,✔️,✔️,✔️
krf,Koro,,,✔️
krh,Kurama,,,✔️
kri,Krio,✔️,✔️,✔️
krj,Kinaray-a,✔️,✔️,✔️
krl,Karelian,✔️,✔️,✔️
krn,Sapo,,,✔️
krr,Krung,✔️,✔️,✔️
krs,Gbaya,✔️,✔️,✔️
kru,Kurux,✔️,✔️,✔️
krv,Kavet,,,✔️
krw,"Krahn, Western",,,✔️
krx,Karon,,,✔️
ksa,Shuwa-Zamani,,,✔️
ksb,Shambala,✔️,✔️,✔️
ksd,Kuanua,,,✔️
ksf,Bafia,,,✔️
ksg,Kusaghe,,,✔️
ksj,Uare,,,✔️
ksm,Kumba,,,✔️
ksn,Kasiguranin,,,✔️
ksp,Kabba,,,✔️
ksr,Borong,✔️,✔️,✔️
kss,"Kisi, Southern",✔️,✔️,✔️
kst,Winyé,,,✔️
ksu,Khamyang,,,✔️
ksv,Kusu,,,✔️
ksw,"Karen, S’gaw",,,✔️
ksz,Kodaku,,,✔️
ktb,Kambaata,✔️,✔️,✔️
ktc,Kholok,,,✔️
ktf,Kwami,,,✔️
ktj,"Krumen, Plapo",✔️,✔️,✔️
ktm,Kurti,,,✔️
ktn,Karitiâna,,,✔️
ktp,Kaduo,,,✔️
ktu,Kituba,,,✔️
ktv,"Katu, Eastern",,,✔️
kty,Kango,,,✔️
ktz,Juǀ’hoansi,,,✔️
kua,Oshiwambo,,,✔️
kub,Kutep,✔️,✔️,✔️
kud,’Auhelawa,,,✔️
kue,Kuman,✔️,✔️,✔️
kuh,Kushi,,,✔️
kui,Kuikúro-Kalapálo,,,✔️
kuj,Kuria,,,✔️
kul,Kulere,,,✔️
kum,Kumyk,✔️,✔️,✔️
kun,Kunama,,,✔️
kup,Kunimaipa,,,✔️
kus,Kusaal,✔️,✔️,✔️
kuy,Kuuku-Ya’u,,,✔️
kvb,Kubu,,,✔️
kvd,Kui,,,✔️
kvf,Kabalai,,,✔️
kvg,Kuni-Boazi,,,✔️
kvi,Kwang,,,✔️
kvj,Psikye,,,✔️
kvl,Kayaw,,,✔️
kvm,Kendem,,,✔️
kvn,"Kuna, Border",✔️,✔️,✔️
kvo,Dobel,,,✔️
kvq,"Karen, Geba",,,✔️
kvr,Kerinci,,,✔️
kvt,Lahta,,,✔️
kvu,Yinbaw,,,✔️
kvv,Kola,,,✔️
kvw,Wersing,✔️,✔️,✔️
kvx,"Koli, Parkari",,,✔️
kvy,Yintale,,,✔️
kwa,Dâw,,,✔️
kwb,Kwa,,,✔️
kwc,Likwala,,,✔️
kwd,Kwaio,✔️,✔️,✔️
kwe,Kwerba,,,✔️
kwf,Kwara’ae,✔️,✔️,✔️
kwi,Awa-Cuaiquer,✔️,✔️,✔️
kwj,Kwanga,,,✔️
kwk,Kwakwala,,,✔️
kwl,Kofyar,,,✔️
kwn,Kwangali,,,✔️
kwo,Kwomtari,,,✔️
kwt,Kwesten,,,✔️
kwu,Kwakum,,,✔️
kwv,"Kaba Naa, Sara",,,✔️
kwx,Khirwar,,,✔️
kxb,Krobu,,,✔️
kxc,Konso,✔️,✔️,✔️
kxf,Kawyaw,✔️,✔️,✔️
kxh,Karo,,,✔️
kxj,Kulfa,,,✔️
kxm,"Khmer, Northern",✔️,✔️,✔️
kxn,"Melanau, Kanowit-Tanjong",,,✔️
kxp,"Koli, Wadiyari",,,✔️
kxv,Kuvi,✔️,✔️,✔️
kxw,Konai,,,✔️
kxx,Likuba,,,✔️
kxz,Kerewo,,,✔️
kyb,"Kalinga, Butbut",✔️,✔️,✔️
kyc,Kyaka,✔️,✔️,✔️
kyf,Kouya,✔️,✔️,✔️
kyg,Keyagana,✔️,✔️,✔️
kyh,Karok,,,✔️
kyk,Kamayo,,,✔️
kyo,Klon,✔️,✔️,✔️
kyq,Kenga,✔️,✔️,✔️
kys,"Kayan, Baram",,,✔️
kyu,"Kayah, Western",✔️,✔️,✔️
kyv,Kewat,,,✔️
kyy,Asa’a,,,✔️
kyz,Kayabí,✔️,✔️,✔️
kza,"Karaboro, Western",,,✔️
kzc,"Kulango, Bondoukou",,,✔️
kzf,"Kaili, Da’a",✔️,✔️,✔️
kzi,Kelabit,,,✔️
kzm,Kais,,,✔️
kzq,Kaike,,,✔️
kzr,Karang,,,✔️
kzs,Sugut Dusun,,,✔️
laa,"Subanen, Southern",,,✔️
lac,Lacandon,✔️,✔️,✔️
lad,Ladino,,,✔️
lae,Pattani,,,✔️
lag,Langi,,,✔️
lai,Lambya,,,✔️
laj,Lango,✔️,✔️,✔️
lal,Lalia,,,✔️
lam,Lamba,✔️,✔️,✔️
lan,Laru,,,✔️
lao,Lao,✔️,✔️,✔️
lar,Larteh,,,✔️
las,Lama,✔️,✔️,✔️
lat,Latin,✔️,✔️,✔️
lav,Latvian,✔️,✔️,✔️
law,Lauje,✔️,✔️,✔️
lax,Tiwa,,,✔️
lbe,Lak,,,✔️
lbf,Tinani,,,✔️
lbj,Ladakhi,✔️,✔️,✔️
lbk,"Bontok, Central",,,✔️
lbm,Lodhi,,,✔️
lbn,Rmeet,,,✔️
lbo,Laven,,,✔️
lbq,Wampar,,,✔️
lbw,Tolaki,✔️,✔️,✔️
lbx,Lawangan,,,✔️
lcc,Legenyem,,,✔️
lch,Luchazi,,,✔️
lcm,Tungag,,,✔️
lcp,"Lawa, Western",✔️,✔️,✔️
ldb,Duya,,,✔️
ldg,Lenyima,,,✔️
ldi,Laari,,,✔️
ldj,Lemoro,,,✔️
ldk,Leelau,,,✔️
ldl,Kaan,,,✔️
ldm,Landoma,,,✔️
ldo,Loo,,,✔️
ldp,Tso,,,✔️
ldq,Lufu,,,✔️
lea,Lega-Shabunda,,,✔️
lec,Leco,,,✔️
led,Lendu,,,✔️
lee,Lyélé,✔️,✔️,✔️
lef,Lelemi,✔️,✔️,✔️
lek,Leipon,,,✔️
lel,Lele,,,✔️
lem,Nomaande,✔️,✔️,✔️
lep,Lepcha,,,✔️
leq,Lembena,,,✔️
ler,Lenkau,,,✔️
les,Lese,,,✔️
leu,Kara,,,✔️
lev,"Pantar, Western",,,✔️
lew,"Kaili, Ledo",✔️,✔️,✔️
lex,Luang,✔️,✔️,✔️
lez,Lezgi,,,✔️
lga,Lungga,,,✔️
lgg,Lugbara,✔️,✔️,✔️
lgl,Wala,✔️,✔️,✔️
lgm,Lega-Mwenga,,,✔️
lgq,Logba,,,✔️
lgr,Lengo,,,✔️
lgt,Pahi,,,✔️
lgu,Longgu,,,✔️
lhi,Lahu Shi,,,✔️
lhl,"Lohar, Lahul",,,✔️
lhm,Lhomi,,,✔️
lhp,Lhokpu,,,✔️
lht,Lo-Toga,,,✔️
lhu,Lahu,✔️,✔️,✔️
lia,"Limba, West-Central",✔️,✔️,✔️
lic,Hlai,,,✔️
lid,Nyindrou,✔️,✔️,✔️
lie,Likila,,,✔️
lif,Limbu,✔️,✔️,✔️
lig,Ligbi,,,✔️
lih,Lihir,,,✔️
lik,Lika,,,✔️
lil,Lillooet,,,✔️
lin,Lingala,✔️,,✔️
lip,Sekpele,✔️,✔️,✔️
liq,Libido,,,✔️
lir,Liberian English,,,✔️
lis,Lisu,✔️,✔️,✔️
lit,Lithuanian,✔️,,✔️
liu,Logorik,,,✔️
liw,Col,,,✔️
liz,Libinza,,,✔️
lje,Rampi,✔️,✔️,✔️
ljp,Lampung Api,✔️,✔️,✔️
lkh,Lakha,,,✔️
lki,Laki,,,✔️
lkn,Lakon,,,✔️
lkr,Päri,,,✔️
lkt,Lakota,,,✔️
lky,Lokoya,,,✔️
lla,Lala-Roba,,,✔️
llc,Lele,,,✔️
lle,Lele,,,✔️
llg,Lole,✔️,✔️,✔️
lln,Lele,✔️,✔️,✔️
llp,"Efate, North",,,✔️
llu,Lau,,,✔️
lma,"Limba, East",,,✔️
lmd,Lumun,,,✔️
lme,Pévé,✔️,✔️,✔️
lmg,Lamogai,,,✔️
lmi,Lombi,,,✔️
lmk,Lamkang,,,✔️
lml,Hano,,,✔️
lmn,Lambadi,,,✔️
lmp,Limbum,,,✔️
lmu,Lamenu,,,✔️
lmx,Laimbue,,,✔️
lna,Langbashe,,,✔️
lnd,Lundayeh,✔️,✔️,✔️
lnl,"Banda, South Central",,,✔️
lns,Lamnso’,✔️,✔️,✔️
lnu,Longuda,,,✔️
loa,Loloda,,,✔️
lob,Lobi,✔️,✔️,✔️
loe,Saluan,,,✔️
log,Logo,,,✔️
loh,Narim,,,✔️
lok,Loko,✔️,✔️,✔️
lol,Mongo-Nkundu,,,✔️
lom,Loma,✔️,✔️,✔️
lon,"Lomwe, Malawi",✔️,✔️,✔️
lop,Lopa,,,✔️
loq,Lobala,✔️,✔️,✔️
lor,Téén,,,✔️
los,Loniu,,,✔️
lot,Otuho,,,✔️
loy,Lhowa,,,✔️
loz,Lozi,,,✔️
lpn,"Naga, Long Phuri",,,✔️
lpo,Lipo,,,✔️
lra,"Bakati’, Rara",,,✔️
lrc,"Luri, Northern",,,✔️
lri,Olumarachi,,,✔️
lrl,Lari,,,✔️
lrm,Olumarama,,,✔️
lro,Laro,,,✔️
lse,Lusengo,,,✔️
lsh,Lish,,,✔️
lsi,Lacid,✔️,✔️,✔️
lsm,Saamya-Gwe,✔️,✔️,✔️
lsr,Aruop,,,✔️
lti,Leti,,,✔️
ltz,Luxembourgish,✔️,,✔️
lua,Luba-Kasai,,,✔️
lub,Luba-Katanga,,,✔️
luc,Aringa,✔️,✔️,✔️
lue,Luvale,,,✔️
lug,Ganda,✔️,✔️,✔️
luj,Luna,,,✔️
lum,Luimbi,,,✔️
lun,Lunda,,,✔️
luo,Dholuo,✔️,,✔️
lur,Laura,,,✔️
lus,Mizo,,,✔️
luz,"Luri, Southern",,,✔️
lva,Makuva,,,✔️
lvk,Lavukaleve,,,✔️
lwg,Oluwanga,,,✔️
lwl,"Lawa, Eastern",,,✔️
lwo,Luwo,✔️,✔️,✔️
lww,Lewo,✔️,✔️,✔️
lyg,Lyngngam,,,✔️
lyn,Luyana,,,✔️
lzz,Laz,✔️,✔️,✔️
maa,"Mazatec, San Jerónimo Tecóatl","✔️ (dialect: sanantonio, dialect: sanjeronimo)","✔️ (dialect: sanantonio, dialect: sanjeronimo)",✔️
mab,"Mixtec, Yutanduchi",,,✔️
mad,Madura,✔️,✔️,✔️
mae,Bo-Rukul,,,✔️
maf,Mafa,,,✔️
mag,Magahi,✔️,✔️,✔️
mah,Marshallese,✔️,✔️,✔️
mai,Maithili,✔️,✔️,✔️
maj,"Mazatec, Jalapa de Díaz",✔️,✔️,✔️
mak,Makasar,✔️,✔️,✔️
mal,Malayalam,✔️,✔️,✔️
mam,Mam,"✔️ (dialect: central, dialect: northern, dialect: southern, dialect: western)","✔️ (dialect: central, dialect: northern, dialect: southern, dialect: western)",✔️
maq,"Mazatec, Chiquihuitlán",✔️,✔️,✔️
mar,Marathi,✔️,✔️,✔️
mas,Maasai,,,✔️
mat,"Matlatzinca, San Francisco",,,✔️
mau,"Mazatec, Huautla",,,✔️
mav,Sateré-Mawé,,,✔️
maw,Mampruli,✔️,✔️,✔️
max,"Malay, North Moluccan",,,✔️
maz,"Mazahua, Central",✔️,✔️,✔️
mbb,"Manobo, Western Bukidnon",✔️,✔️,✔️
mbc,Macushi,✔️,✔️,✔️
mbd,"Manobo, Dibabawon",,,✔️
mbf,"Malay, Baba",,,✔️
mbh,Mangseng,✔️,✔️,✔️
mbi,"Manobo, Ilianen",,,✔️
mbj,Nadëb,✔️,✔️,✔️
mbk,Malol,,,✔️
mbl,Maxakalí,,,✔️
mbo,Mbo,,,✔️
mbp,Malayo,,,✔️
mbq,Maisin,,,✔️
mbs,"Manobo, Sarangani",,,✔️
mbt,"Manobo, Matigsalug",✔️,✔️,✔️
mbu,Mbula-Bwazza,✔️,✔️,✔️
mbv,Mbulungish,,,✔️
mbx,Mari,,,✔️
mbz,"Mixtec, Amoltepec",✔️,✔️,✔️
mca,Maka,✔️,✔️,✔️
mcb,Matsigenka,✔️,✔️,✔️
mcc,Bitur,,,✔️
mcd,Sharanahua,✔️,✔️,✔️
mcf,Matses,,,✔️
mch,Maquiritari,,,✔️
mck,Mbunda,,,✔️
mcn,Masana,,,✔️
mco,"Mixe, Coatlán",✔️,✔️,✔️
mcp,Makaa,✔️,✔️,✔️
mcq,Ese,✔️,✔️,✔️
mcr,Menya,,,✔️
mcs,Mambai,,,✔️
mct,Mengisa,,,✔️
mcu,"Mambila, Cameroon",✔️,✔️,✔️
mcw,Mawa,,,✔️
mda,Mada,✔️,✔️,✔️
mdb,Morigi,,,✔️
mdd,Mbum,,,✔️
mde,Maba,,,✔️
mdf,Moksha,✔️,,
mdh,Maguindanaon,,,✔️
mdj,Mangbetu,,,✔️
mdk,Mangbutu,,,✔️
mdm,Mayogo,,,✔️
mdn,Mbati,,,✔️
mdr,Mandar,,,✔️
mds,Maria,,,✔️
mdt,Mbere,,,✔️
mdu,Mboko,,,✔️
mdv,"Mixtec, Santa Lucía Monteverde",✔️,✔️,✔️
mdw,Mbosi,,,✔️
mdy,Male,✔️,✔️,✔️
mea,Menka,,,✔️
med,Melpa,✔️,✔️,✔️
mee,Mengen,✔️,✔️,✔️
mef,Megam,,,✔️
meh,"Mixtec, Southwestern Tlaxiaco",,,✔️
mej,Meyah,✔️,✔️,✔️
mek,Mekeo,,,✔️
men,Mende,✔️,✔️,✔️
mep,Miriwoong,,,✔️
meq,Merey,✔️,✔️,✔️
mer,Kimîîru,,,✔️
met,Mato,✔️,✔️,✔️
meu,Motu,,,✔️
mev,Maan,✔️,✔️,✔️
mey,Hassaniyya,,,✔️
mez,Menominee,,,✔️
mfa,"Malay, Pattani",,,✔️
mfb,Bangka,,,✔️
mfc,Mba,,,✔️
mfd,Mendankwe-Nkwen,,,✔️
mfe,Morisyen,✔️,✔️,✔️
mfg,Mogofin,,,✔️
mfh,Matal,✔️,✔️,✔️
mfi,Wandala,✔️,✔️,✔️
mfj,Mefele,,,✔️
mfk,"Mofu, North",✔️,✔️,✔️
mfl,Putai,,,✔️
mfm,Marghi South,,,✔️
mfn,"Mbembe, Cross River",,,✔️
mfo,Mbe,,,✔️
mfq,Moba,✔️,✔️,✔️
mfv,Mandjak,,,✔️
mfx,Melo,,,✔️
mfy,Mayo,✔️,✔️,✔️
mfz,Mabaan,✔️,✔️,✔️
mgb,Mararit,,,✔️
mgc,Morokodo,,,✔️
mgd,Moru,✔️,✔️,✔️
mge,Mango,✔️,✔️,✔️
mgf,Maklew,,,✔️
mgg,Mpumpong,,,✔️
mgh,Makhuwa-Meetto,✔️,✔️,✔️
mgi,Migili,,,✔️
mgk,Mawes,,,✔️
mgm,Mambae,,,✔️
mgo,Meta’,✔️,✔️,✔️
mgp,"Magar, Eastern",,,✔️
mgq,Malila,,,✔️
mgr,Mambwe-Lungu,,,✔️
mgu,Magi,,,✔️
mgw,Matumbi,,,✔️
mhc,Mocho,,,✔️
mhi,Ma’di,✔️,✔️,✔️
mhk,Mungaka,,,✔️
mhl,Mauwake,,,✔️
mho,Mashi,,,✔️
mhp,"Malay, Balinese",,,✔️
mhr,"Mari, Meadow",✔️,✔️,✔️
mhs,Buru,,,✔️
mhu,Digaro-Mishmi,✔️,✔️,✔️
mhw,Mbukushu,,,✔️
mhx,Lhao Vo,✔️,✔️,✔️
mhy,Ma’anyan,✔️,✔️,✔️
mhz,Mor,,,✔️
mib,"Mixtec, Atatlahuca",✔️,✔️,✔️
mic,Mi’kmaq,,,✔️
mie,"Mixtec, Ocotepec",✔️,✔️,✔️
mif,Mofu-Gudur,✔️,✔️,✔️
mig,"Mixtec, San Miguel el Grande",,,✔️
mih,"Mixtec, Chayuco",✔️,✔️,✔️
mii,"Mixtec, Chigmecatitlán",,,✔️
mij,Mungbam,,,✔️
mil,"Mixtec, Peñoles",✔️,✔️,✔️
mim,"Mixtec, Alacatlatzala",✔️,✔️,✔️
min,Minangkabau,✔️,✔️,✔️
mio,"Mixtec, Pinotepa Nacional",✔️,✔️,✔️
mip,"Mixtec, Apasco-Apoala",✔️,✔️,✔️
miq,Mískito,✔️,✔️,✔️
mir,"Mixe, Isthmus",,,✔️
mit,"Mixtec, Southern Puebla",✔️,✔️,✔️
miu,"Mixtec, Cacaloxtepec",,,✔️
mix,"Mixtec, Mixtepec",,,✔️
miy,"Mixtec, Ayutla",✔️,✔️,✔️
miz,"Mixtec, Coatzospan",✔️,✔️,✔️
mjc,"Mixtec, San Juan Colorado",,,✔️
mjg,Tu,,,✔️
mji,Kim Mun,,,✔️
mjl,Mandeali,✔️,✔️,✔️
mjs,Miship,,,✔️
mjt,Sauria Paharia,,,✔️
mjv,Mannan,✔️,✔️,✔️
mjw,Karbi,,,✔️
mjx,Mahali,,,✔️
mjz,Majhi,,,✔️
mkb,Mal Paharia,,,✔️
mkc,Siliput,,,✔️
mkd,Macedonian,✔️,,✔️
mke,Mawchi,,,✔️
mkf,Miya,,,✔️
mkg,Mak,,,✔️
mki,Dhatki,,,✔️
mkk,Byep,,,✔️
mkl,Mokole,✔️,✔️,✔️
mkn,"Malay, Kupang",✔️,✔️,✔️
mks,"Mixtec, Silacayoapan",,,✔️
mku,"Maninka, Konyanka",,,✔️
mkw,Kituba,,,✔️
mkz,Makasae,,,✔️
mla,Malo,,,✔️
mle,Manambu,,,✔️
mlf,Mal,,,✔️
mlg,Malagasy,✔️,✔️,✔️
mlk,Kiwilwana,,,✔️
mlm,Mulam,,,✔️
mln,Malango,,,✔️
mlq,"Maninkakan, Western",,,✔️
mls,Masalit,,,✔️
mlt,Maltese,✔️,,✔️
mlu,To’abaita,,,✔️
mlv,Mwotlap,,,✔️
mlw,Moloko,,,✔️
mlx,Na’ahai,,,✔️
mma,Mama,,,✔️
mmc,"Mazahua, Michoacán",,,✔️
mmd,Maonan,,,✔️
mme,Mae,,,✔️
mmg,"Ambrym, North",✔️,✔️,✔️
mml,Man Met,,,✔️
mmm,Maii,,,✔️
mmn,Minamanwa,,,✔️
mmp,Siawi,,,✔️
mmx,Madak,,,✔️
mmy,Migaama,,,✔️
mmz,Mabaale,,,✔️
mna,Mbula,,,✔️
mnb,Muna,✔️,✔️,✔️
mne,Naba,,,✔️
mnf,Mundani,✔️,✔️,✔️
mng,"Mnong, Eastern",,,✔️
mnh,Mono,,,✔️
mni,Meitei,,,✔️
mnk,Mandinka,✔️,✔️,✔️
mnl,Tiale,,,✔️
mnm,Mapena,,,✔️
mnp,"Chinese, Min Bei",,,✔️
mnu,Mer,,,✔️
mnv,Rennell-Bellona,,,✔️
mnw,Mon,✔️,✔️,✔️
mnx,Sougb,✔️,✔️,✔️
mnz,Moni,,,✔️
moa,Mwan,✔️,✔️,✔️
moc,Mocoví,,,✔️
moe,Innu,,,✔️
mog,Mongondow,✔️,✔️,✔️
moh,Mohawk,,,✔️
moi,Mboi,,,✔️
moj,Monzombo,,,✔️
mon,Mongolian,✔️,✔️,✔️
mop,"Maya, Mopán",✔️,✔️,✔️
mor,Moro,✔️,✔️,✔️
mos,Mòoré,✔️,✔️,✔️
mot,Barí,,,✔️
mov,Mohave,,,✔️
mox,Molima,✔️,✔️,✔️
moy,Shekkacho,,,✔️
moz,Mukulu,✔️,✔️,✔️
mpc,Mangarrayi,,,✔️
mpd,Machinere,,,✔️
mpg,Marba,✔️,✔️,✔️
mph,Maung,,,✔️
mpj,Martu Wangka,,,✔️
mpm,"Mixtec, Yosondúa",✔️,✔️,✔️
mpn,Mindiri,,,✔️
